career_objective,skills,degree_names,major_field_of_studies,positions,responsibilities,languages,certification_skills,combined_text
,"['Machine learning', 'Deep learning', 'Python', 'NLP', 'Computer vision', 'Image processing', 'SQL', 'Data analysis', 'Big Data', 'Spark', 'Apache hive', 'Apache pig', 'Tensorflow', 'Sklearn', 'Data visualization', 'Data science']","['B.Tech', 'M.Tech']","[None, 'Big data analytics']",['Intern Trainee'],"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",,," ['Machine learning', 'Deep learning', 'Python', 'NLP', 'Computer vision', 'Image processing', 'SQL', 'Data analysis', 'Big Data', 'Spark', 'Apache hive', 'Apache pig', 'Tensorflow', 'Sklearn', 'Data visualization', 'Data science'] ['B.Tech', 'M.Tech'] [None, 'Big data analytics'] ['Intern Trainee'] Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation  "
,"['API', 'Approach', 'ATL', 'Audio', 'backup', 'bridges', 'broadcast', 'C++', 'CLI', 'COM', 'CA', 'Hardware', 'concept', 'Content', 'CSS', 'documentation', 'editing', 'XML', 'FTP', 'drawing', 'GUI', 'hiring', 'HTML5', 'HTTP', 'HR', 'IDs', 'explorer', 'JavaScript', 'json', 'LAN', 'team building', 'MB', 'memory', 'mentoring', 'C#', 'MFC', 'office', 'Windows', 'Window', '2000', 'migration', 'NAS', 'OOP', 'page', 'performance reviews', 'personnel', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'software development', 'team management', 'threads', 'Video', 'Video Editing', 'Visual C++', 'workflow', 'writer']","['M.S', 'B.E']","['Computer Science', 'Electronics and Communication Engineering']","['Software Engineering Manager', 'Software Engineering Manager', 'Principal Software Engineer', 'Software Engineer']","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",,[['Scrum']]," ['API', 'Approach', 'ATL', 'Audio', 'backup', 'bridges', 'broadcast', 'C++', 'CLI', 'COM', 'CA', 'Hardware', 'concept', 'Content', 'CSS', 'documentation', 'editing', 'XML', 'FTP', 'drawing', 'GUI', 'hiring', 'HTML5', 'HTTP', 'HR', 'IDs', 'explorer', 'JavaScript', 'json', 'LAN', 'team building', 'MB', 'memory', 'mentoring', 'C#', 'MFC', 'office', 'Windows', 'Window', '2000', 'migration', 'NAS', 'OOP', 'page', 'performance reviews', 'personnel', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'software development', 'team management', 'threads', 'Video', 'Video Editing', 'Visual C++', 'workflow', 'writer'] ['M.S', 'B.E'] ['Computer Science', 'Electronics and Communication Engineering'] ['Software Engineering Manager', 'Software Engineering Manager', 'Principal Software Engineer', 'Software Engineer'] 15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws  [['Scrum']]"
,"['agency', 'delivery', 'insurance', 'materials', 'policies', 'roofing', 'selling', 'sales']",['Bachelor of Arts'],['Liberal Arts Environmental Studies Geography'],"['Business Development Consultant', 'P&C Producer and Sales Agent', 'Sales Representative']","Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",,," ['agency', 'delivery', 'insurance', 'materials', 'policies', 'roofing', 'selling', 'sales'] ['Bachelor of Arts'] ['Liberal Arts Environmental Studies Geography'] ['Business Development Consultant', 'P&C Producer and Sales Agent', 'Sales Representative'] Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




  "
Desires an accounting position in a positive working environment that encourages and supports continuing professional growth.,"['A/p', 'A/r', 'Automated Payroll', 'Cpa', 'Excel', 'General Ledger', 'Office Management', 'Outlook', 'Payroll', 'Payroll Processing', 'Powerpoint', 'Accounting', 'Bookkeeping', 'Office Manager', 'Accounts For', 'Bookkeeper', 'Cash', 'Financial Statements', 'Process Payroll', 'Reconciliations', 'Tax Returns', 'Balance Sheet', 'Bank Reconciliations', 'Clients', 'G/l', 'Its', 'Job Costing', 'Journal', 'Quickbooks', 'Business Management', 'Clerical', 'Training', 'Account Reconciliations', 'Accountant', 'Accounts And', 'And Account', 'As400', 'Audit', 'Balance Sheets', 'Contracts', 'Inventory', 'Invoice', 'Office Administration', 'Operations', 'Peachtree', 'Peachtree Accounting', 'Progress', 'Reconciling', 'Restaurant Manager', 'Scheduling', 'Secretary', 'State Tax', 'Timberline', 'Timberline Software', 'Typing', 'Word']","['A.A.', 'Diploma']","['Business Management-Accounting', 'Bookkeeping and Office Administration']","['Accountant', 'Office Manager/Restaurant Manager', 'Office Manager', 'Assistant Controller', 'Bookkeeper/Office Manager', 'Office Manager/Bookkeeper', 'Secretary/Bookkeeper']","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",,[None],"Desires an accounting position in a positive working environment that encourages and supports continuing professional growth. ['A/p', 'A/r', 'Automated Payroll', 'Cpa', 'Excel', 'General Ledger', 'Office Management', 'Outlook', 'Payroll', 'Payroll Processing', 'Powerpoint', 'Accounting', 'Bookkeeping', 'Office Manager', 'Accounts For', 'Bookkeeper', 'Cash', 'Financial Statements', 'Process Payroll', 'Reconciliations', 'Tax Returns', 'Balance Sheet', 'Bank Reconciliations', 'Clients', 'G/l', 'Its', 'Job Costing', 'Journal', 'Quickbooks', 'Business Management', 'Clerical', 'Training', 'Account Reconciliations', 'Accountant', 'Accounts And', 'And Account', 'As400', 'Audit', 'Balance Sheets', 'Contracts', 'Inventory', 'Invoice', 'Office Administration', 'Operations', 'Peachtree', 'Peachtree Accounting', 'Progress', 'Reconciling', 'Restaurant Manager', 'Scheduling', 'Secretary', 'State Tax', 'Timberline', 'Timberline Software', 'Typing', 'Word'] ['A.A.', 'Diploma'] ['Business Management-Accounting', 'Bookkeeping and Office Administration'] ['Accountant', 'Office Manager/Restaurant Manager', 'Office Manager', 'Assistant Controller', 'Bookkeeper/Office Manager', 'Office Manager/Bookkeeper', 'Secretary/Bookkeeper'] Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting  [None]"
"A challenging position in a Manufacturing, Engineering, or Research & Development environment where my overall technical background, along with my leadership and decision making capabilities will be combined to contribute to company goals, enlargement, & productivity.","['Data entry', 'Employee training', 'Equipment maintenance', 'ERP : Microsoft AX Dynamics', 'Failure analysis', 'Inspection', 'Lean manufacturing', 'Mechanical processes', 'protocols execution', 'Supervisory', 'System integration', 'Team player', 'Troubleshooting']",['Diploma'],[None],"['Engineering Technician', 'Sr. Repair Technician', 'Lead Manufacturing Technician Production Supervisor', 'Wafer Fab Technician', 'Assembler/Operator', 'Test Technician']","Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",,,"A challenging position in a Manufacturing, Engineering, or Research & Development environment where my overall technical background, along with my leadership and decision making capabilities will be combined to contribute to company goals, enlargement, & productivity. ['Data entry', 'Employee training', 'Equipment maintenance', 'ERP : Microsoft AX Dynamics', 'Failure analysis', 'Inspection', 'Lean manufacturing', 'Mechanical processes', 'protocols execution', 'Supervisory', 'System integration', 'Team player', 'Troubleshooting'] ['Diploma'] [None] ['Engineering Technician', 'Sr. Repair Technician', 'Lead Manufacturing Technician Production Supervisor', 'Wafer Fab Technician', 'Assembler/Operator', 'Test Technician'] Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO  "
I am currently working as a junior Machine Learning Engineer and I want to learn more about how Machine Learning projects impact real work scenarios.,"['Data Mining', 'Deep Learning', 'Machine Learning', 'Software Testing', 'Algorithms', 'Python', 'JIRA', 'NLP', 'SQL', 'Unsupervised learning', 'Clustering', 'Regression', 'Model Development', 'MLOPS']",['B.Tech'],['Electronics/Telecommunication'],['Junior Machine Learning Engineer'],"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",,,"I am currently working as a junior Machine Learning Engineer and I want to learn more about how Machine Learning projects impact real work scenarios. ['Data Mining', 'Deep Learning', 'Machine Learning', 'Software Testing', 'Algorithms', 'Python', 'JIRA', 'NLP', 'SQL', 'Unsupervised learning', 'Clustering', 'Regression', 'Model Development', 'MLOPS'] ['B.Tech'] ['Electronics/Telecommunication'] ['Junior Machine Learning Engineer'] Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting  "
,"['Training program implementation', 'Project management', 'Drilling engineering', 'Building commissioning experience', 'A highly motivated and energetic personality.', 'Ability to take initiative and exhibit flexibility.', 'Excellent customer service skills.', 'Leadership Development Program', 'Hands On Training: Electrical, Pluming, Painting, Full Finish, Wall Paper', 'Management Training, Team Builder, Outlook Training, Excel Training, Hotsos Training, Stratton Warren ""MMS""', 'Interpersonal communication skills', 'Demonstrated organizational/planning skills', 'Adaptability', 'Ability to translate technical specifications', 'Have interpersonal skills to deal effectively with all business contacts.']",['High School Diploma'],['N/A'],"['Engineering Supervisor', 'Engineering Assistance Supervisor', 'Sky Cap']","Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication",,," ['Training program implementation', 'Project management', 'Drilling engineering', 'Building commissioning experience', 'A highly motivated and energetic personality.', 'Ability to take initiative and exhibit flexibility.', 'Excellent customer service skills.', 'Leadership Development Program', 'Hands On Training: Electrical, Pluming, Painting, Full Finish, Wall Paper', 'Management Training, Team Builder, Outlook Training, Excel Training, Hotsos Training, Stratton Warren ""MMS""', 'Interpersonal communication skills', 'Demonstrated organizational/planning skills', 'Adaptability', 'Ability to translate technical specifications', 'Have interpersonal skills to deal effectively with all business contacts.'] ['High School Diploma'] ['N/A'] ['Engineering Supervisor', 'Engineering Assistance Supervisor', 'Sky Cap'] Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication  "
"Financial Accountant specializing in financial planning, reporting and analysis within the Department of Defense.","['Account reconciliations', 'Results-oriented', 'Financial reporting', 'Critical thinking', 'Accounting operations professional', 'Analysis of financial systems', 'ERP (Enterprise Resource Planning) software', 'Excellent facilitator', 'Accounting', 'General Accounting', 'Accounts Payable', 'Program Management']","['Associate', 'N/A']","['Accounting', 'Accounting']","['Accountant', 'Resource Advisor', 'Staff Accountant', 'Chief, Reports Branch. Accounts Maintenance and Control', 'Chief, Accounts Payable Branch', 'Chief, Recon and Reports Branch', 'Chief, Accounts Payable Branch', 'Accountant, Network Assistant Team', 'Supervisor, Accounts Control Branch']","Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",,[None],"Financial Accountant specializing in financial planning, reporting and analysis within the Department of Defense. ['Account reconciliations', 'Results-oriented', 'Financial reporting', 'Critical thinking', 'Accounting operations professional', 'Analysis of financial systems', 'ERP (Enterprise Resource Planning) software', 'Excellent facilitator', 'Accounting', 'General Accounting', 'Accounts Payable', 'Program Management'] ['Associate', 'N/A'] ['Accounting', 'Accounting'] ['Accountant', 'Resource Advisor', 'Staff Accountant', 'Chief, Reports Branch. Accounts Maintenance and Control', 'Chief, Accounts Payable Branch', 'Chief, Recon and Reports Branch', 'Chief, Accounts Payable Branch', 'Accountant, Network Assistant Team', 'Supervisor, Accounts Control Branch'] Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution  [None]"
,"['Software Engineer', 'Software Developer', 'C++', 'C#', 'Jenkins', 'SpringBoot', 'Django', 'Python', 'SAP', 'Firebase']",['B.Tech'],['Civil'],['Intern'],"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",,," ['Software Engineer', 'Software Developer', 'C++', 'C#', 'Jenkins', 'SpringBoot', 'Django', 'Python', 'SAP', 'Firebase'] ['B.Tech'] ['Civil'] ['Intern'] Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge  "
I am fresher data analyst starting out in ERP and MIS. As a fresher I am looking for roles specific to data science and machine learning to learn about the subject and create amazing applications to solve real life problems.,"['MIS reporting', 'Advanced Excel', 'Dashboards', 'Data Analysis', 'SQL', 'MySQL', 'Power Bi', 'Machine Learning', 'Linear Regression', 'Statistical Analysis', 'Clustering', 'NoSQL', 'MongoDB', 'Python', 'EDA', 'Business Intelligence', 'Logistic Regression']","['B.A (Economics)', 'M.A (Economics), Correspondence/Distance Learning']","['Economics', 'Economics']",['MIS Analyst'],"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation",,,"I am fresher data analyst starting out in ERP and MIS. As a fresher I am looking for roles specific to data science and machine learning to learn about the subject and create amazing applications to solve real life problems. ['MIS reporting', 'Advanced Excel', 'Dashboards', 'Data Analysis', 'SQL', 'MySQL', 'Power Bi', 'Machine Learning', 'Linear Regression', 'Statistical Analysis', 'Clustering', 'NoSQL', 'MongoDB', 'Python', 'EDA', 'Business Intelligence', 'Logistic Regression'] ['B.A (Economics)', 'M.A (Economics), Correspondence/Distance Learning'] ['Economics', 'Economics'] ['MIS Analyst'] Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation  "
,"['assembly', 'ATM', 'Cadence', 'calibration', 'CA', 'hardware', 'DC', 'de-bugging', 'Ethernet', 'Graphic', 'ISO 9000', 'LabView', 'layout', 'Linux OS', 'Logic', 'Mentor', 'Access', 'MS Office', 'Windows', 'multimeters', 'network', 'networking', 'ORCAD', 'oscilloscopes', 'power supplies', 'procurement', 'purchasing', 'Quality Assurance', 'Routers', 'schematics', 'signal generators', 'SONET', 'Switches', 'T1', 'test equipment', 'trouble shooting', 'troubleshooting', 'validation', 'View']",['Associate Degree'],['Electronics Engineering Technology'],"['Electrical Engineering Lab Technician', 'Electrical Engineering Lab Technician', 'Electrical Engineering Technician and PCB Layout Designer']","Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",,," ['assembly', 'ATM', 'Cadence', 'calibration', 'CA', 'hardware', 'DC', 'de-bugging', 'Ethernet', 'Graphic', 'ISO 9000', 'LabView', 'layout', 'Linux OS', 'Logic', 'Mentor', 'Access', 'MS Office', 'Windows', 'multimeters', 'network', 'networking', 'ORCAD', 'oscilloscopes', 'power supplies', 'procurement', 'purchasing', 'Quality Assurance', 'Routers', 'schematics', 'signal generators', 'SONET', 'Switches', 'T1', 'test equipment', 'trouble shooting', 'troubleshooting', 'validation', 'View'] ['Associate Degree'] ['Electronics Engineering Technology'] ['Electrical Engineering Lab Technician', 'Electrical Engineering Lab Technician', 'Electrical Engineering Technician and PCB Layout Designer'] Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks  "
I am a market research specialist with a grasp of machine learning and looking for a deeper dive into the career of being a professional machine learning engineer.,"['Research Associate', 'Business Analyst', 'Business Analytics', 'Data Mining', 'Data Modeling', 'Predictive Analysis', 'Business Intelligence', 'Machine Learning', 'Market Research', 'Customer Engagement', 'Risk Management', 'Retention', 'Audience', 'Python']",['B.Tech'],['Mechanical'],['Associate Market Research Analyst Intern'],"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",,[['Python']],"I am a market research specialist with a grasp of machine learning and looking for a deeper dive into the career of being a professional machine learning engineer. ['Research Associate', 'Business Analyst', 'Business Analytics', 'Data Mining', 'Data Modeling', 'Predictive Analysis', 'Business Intelligence', 'Machine Learning', 'Market Research', 'Customer Engagement', 'Risk Management', 'Retention', 'Audience', 'Python'] ['B.Tech'] ['Mechanical'] ['Associate Market Research Analyst Intern'] iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality  [['Python']]"
"I am a Junior Machine Learning developer who focuses on data improvement and modelling, finding patterns in large databases and optimization of different models.","['Data Analyst', 'Data Analytics', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Clustering', 'MongoDB', 'Flask', 'AWS', 'Git', 'Python', 'Neural Networks', 'PyTorch', 'C++', 'CNN', 'Image Processing']",['B.TECH'],['ELECTRICAL'],['JUNIOR MACHINE LEARNING ENGINEER'],"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation",,,"I am a Junior Machine Learning developer who focuses on data improvement and modelling, finding patterns in large databases and optimization of different models. ['Data Analyst', 'Data Analytics', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Clustering', 'MongoDB', 'Flask', 'AWS', 'Git', 'Python', 'Neural Networks', 'PyTorch', 'C++', 'CNN', 'Image Processing'] ['B.TECH'] ['ELECTRICAL'] ['JUNIOR MACHINE LEARNING ENGINEER'] Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation  "
,"['Python', 'MySQL', 'Natural Language Processing', 'Machine Learning', 'Neural Networks', 'Flask', 'Docker', 'GIT', 'BERT', 'LSTM', 'RNN', 'Deep Learning', 'AWS', 'Tensorflow', 'Keras', 'PyTorch', 'Numpy', 'Pandas', 'Glove', 'Lucene', 'Linux', 'Devops', 'Spacy', 'GPU', 'Data Science']",['B.Tech'],['Telecommunication'],"['Machine Learning Engineer', 'Junior Machine Learning Intern']","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",,," ['Python', 'MySQL', 'Natural Language Processing', 'Machine Learning', 'Neural Networks', 'Flask', 'Docker', 'GIT', 'BERT', 'LSTM', 'RNN', 'Deep Learning', 'AWS', 'Tensorflow', 'Keras', 'PyTorch', 'Numpy', 'Pandas', 'Glove', 'Lucene', 'Linux', 'Devops', 'Spacy', 'GPU', 'Data Science'] ['B.Tech'] ['Telecommunication'] ['Machine Learning Engineer', 'Junior Machine Learning Intern'] Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge  "
,"['analyst', 'AutoCAD', 'budget', 'business development', 'develop business', 'configuration management', 'consultation', 'contracts', 'client', 'clients', 'customer satisfaction', 'delivery', 'Direct sales', 'engineer', 'environmental health and safety', 'information security', 'instructor', 'insurance', 'logistics', 'marketing materials', 'materials', 'Material science', 'Microsoft Windows', 'Radar', 'network installation', 'networks', 'processes', 'project management', 'quality', 'quality management', 'sales', 'Six Sigma', 'strategy']","['Doctor of Business Administration Management (D.B.A', 'Master of Business Administration (M.B.A', 'B. S. Computer Science']","[None, None, 'Computer Science']","['Sr. Business Development Director', 'IT Program Manager', 'Quality Engineering Analyst', 'Quality Engineering Analyst', 'Distributed Computer Systems Analyst / Network Administrator']","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,[None]," ['analyst', 'AutoCAD', 'budget', 'business development', 'develop business', 'configuration management', 'consultation', 'contracts', 'client', 'clients', 'customer satisfaction', 'delivery', 'Direct sales', 'engineer', 'environmental health and safety', 'information security', 'instructor', 'insurance', 'logistics', 'marketing materials', 'materials', 'Material science', 'Microsoft Windows', 'Radar', 'network installation', 'networks', 'processes', 'project management', 'quality', 'quality management', 'sales', 'Six Sigma', 'strategy'] ['Doctor of Business Administration Management (D.B.A', 'Master of Business Administration (M.B.A', 'B. S. Computer Science'] [None, None, 'Computer Science'] ['Sr. Business Development Director', 'IT Program Manager', 'Quality Engineering Analyst', 'Quality Engineering Analyst', 'Distributed Computer Systems Analyst / Network Administrator'] Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration  [None]"
,"['automation', 'budget', 'interpersonal', 'computer literate', 'contracts', 'cost reduction', ""CPU's"", 'clients', 'database software', 'Documentation', 'Electrical systems', 'Energy Manager', 'Facility management', 'HVAC', 'hydraulics', 'inspection', 'Inspector', 'laundry', 'leadership', 'team leader', 'legal', 'machinery', 'mechanical', 'meetings', 'MSA', 'Navy', 'NEC', 'optimization', 'PLC programming', 'PLC', 'Plumbing', 'processes', 'procurement', 'project management', 'quality', 'Quality Assurance', 'radiography', 'real estate', 'repairs', 'repairing', 'Safety', 'strategic', 'strategic plans', 'supervision', 'technical support', 'troubleshooting', 'upgrade', 'weld', 'welding', 'written communication skills']",,,"['Facilities Engineering Manager', 'Field Engineering Supervisor', 'Chief Plant Engineer', 'Nuclear Inspector', 'Submariner']","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,," ['automation', 'budget', 'interpersonal', 'computer literate', 'contracts', 'cost reduction', ""CPU's"", 'clients', 'database software', 'Documentation', 'Electrical systems', 'Energy Manager', 'Facility management', 'HVAC', 'hydraulics', 'inspection', 'Inspector', 'laundry', 'leadership', 'team leader', 'legal', 'machinery', 'mechanical', 'meetings', 'MSA', 'Navy', 'NEC', 'optimization', 'PLC programming', 'PLC', 'Plumbing', 'processes', 'procurement', 'project management', 'quality', 'Quality Assurance', 'radiography', 'real estate', 'repairs', 'repairing', 'Safety', 'strategic', 'strategic plans', 'supervision', 'technical support', 'troubleshooting', 'upgrade', 'weld', 'welding', 'written communication skills']   ['Facilities Engineering Manager', 'Field Engineering Supervisor', 'Chief Plant Engineer', 'Nuclear Inspector', 'Submariner'] Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration  "
"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Keras.","['Artificial Intelligence', 'Deep Learning', 'Reinforcement Learning', 'Tensorflow Keras', 'Scikit learn', 'Numpy', 'Pandas', 'Matplotlib']",['B.Tech(IT)'],['Information Technology'],['Analyst Intern'],"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",,,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Keras. ['Artificial Intelligence', 'Deep Learning', 'Reinforcement Learning', 'Tensorflow Keras', 'Scikit learn', 'Numpy', 'Pandas', 'Matplotlib'] ['B.Tech(IT)'] ['Information Technology'] ['Analyst Intern'] Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks  "
